doc_title,sub_doc_id,sentence_num,entry_type,reg_sent,sim_sent
אמנת האום זכויות אנשים עם מוגבלויות,27,298,1,• המדינה תיתן הדרכה בכישורי ניידות לאנשים עם מוגבלות ולאנשי מקצוע העובדים עמם.\n,• המדינה תיתן הדרכה בניידות לאנשים עם מוגבלות ולאנשי מקצוע שעוזרים להם.\n
אמנת האום זכויות אנשים עם מוגבלויות,27,299,5,"• המדינה תעודד יצרנים של עזרי ניידות, מכשירים וטכנולוגיית עזר להתחשב בכל היבטי הניידות של אנשים עם מוגבלות.\n",\n
אמנת האום זכויות אנשים עם מוגבלויות,28,300,1,"2.21 סעיף 21 : חופש הביטוי והדעה, וגישה למידע\n",3.21 הזכות להגיד מה אנחנו חושבים (סעיף 21 באמנה)\n
אמנת האום זכויות אנשים עם מוגבלויות,28,301,2,"המדינה תבטיח שאנשים עם מוגבלות יוכלו להביע את דעתם בחופשיות, וכן שתהיה להם גישה שוויונית למידע. \n",• המדינה תבטיח שאנשים עם מוגבלות יוכלו להגיד מה שהם רוצים. • המדינה תדאג שאנשים עם מוגבלות יקבלו מידע כמו כל אדם אחר.\n
אמנת האום זכויות אנשים עם מוגבלויות,28,302,5,בין היתר:\n,\n
אמנת האום זכויות אנשים עם מוגבלויות,28,303,2,"• המדינה תספק מידע המיועד לכלל הציבור בצורות שהן נגישות למוגבלויות שונות, תוך פרק זמן סביר וללא תוספת תשלום.\n","המדינה תספק מידע נגיש (מתאים) לאנשים עם מוגבלויות. מידע נגיש יכול להיות מידע בפישוט לשוני, בכתב ברייל, בשפת סימנים או בדפוס מוגדל. המדינה תספק מידע נגיש בזמן סביר (בלי עיכוב) ובלי תוספת של כסף.\n"
אמנת האום זכויות אנשים עם מוגבלויות,28,304,1,"• המדינה תאפשר להשתמש בשפת הסימנים, בברייל, בתקשורת תומכת וחלופית ובכל צורה אחרת של תקשורת נגישה שנבחרה על ידי אדם עם מוגבלות, בשיחות והתכתבויות עם עובדי רשויות המדינה וגופי ציבור.\n","• אדם עם מוגבלות יוכל להשתמש במידע נגיש - במכתבים ובשיחות עם המשרדים שנותנים שירות ציבורי (לדוגמה, ביטוח לאומי, משרד הרווחה).\n"
אמנת האום זכויות אנשים עם מוגבלויות,28,305,1,"• המדינה תעודד גופים פרטיים הנותנים שירות לכלל הציבור לספק מידע ושירותים נגישים לאנשים עם מוגבלות, כולל באתרי אינטרנט נגישים.\n",• המדינה תעודד: - ארגונים שנותנים שירות ציבורי לתת מידע נגיש לאנשים עם מוגבלות.\n
אמנת האום זכויות אנשים עם מוגבלויות,28,306,1,"• המדינה תעודד את אמצעי התקשורת להנגיש את המידע שהם מספקים לאנשים עם מוגבלות, כולל באתרי אינטרנט נגישים.\n","• המדינה תעודד: - את אמצעי התקשורת (עיתונים, טלויזיה, אינטרנט) לתת מידע נגיש לאנשים עם מוגבלות.\n"
אמנת האום זכויות אנשים עם מוגבלויות,28,307,5,• המדינה תכיר בשפות הסימנים ותעודד את השימוש בהן.\n,\n
אמנת האום זכויות אנשים עם מוגבלויות,29,308,1,2.22 סעיף 22: כבוד לפרטיות\n,3.22 הזכות לכבוד ולפרטיות (סעיף 22 באמנה)\n
אמנת האום זכויות אנשים עם מוגבלויות,29,309,2,"לאנשים עם מוגבלות יש זכות לפרטיות: בבית, במשפחה, בתקשורת (התכתבות, שיחות). \n","• לאנשים עם מוגבלות יש זכות לפרטיות בכל מקום שהם גרים בו (בקהילה, בדיור עצמאי או במוסד). • זכות לפרטיות – זכות לעשות דברים בלי שאנשים אחרים יתערבו. זכות לעשות דברים בלי לספר לאנשים אחרים. זכות לשמור על מידע פרטי לעצמי, כך שאנשים אחרים לא יידעו עלי הכל.\n"
אמנת האום זכויות אנשים עם מוגבלויות,29,310,5,זכות זו אינה תלויה בסוג המגורים שלהם.\n,\n
אמנת האום זכויות אנשים עם מוגבלויות,29,311,1,• אנשים עם מוגבלות אינם חייבים לספר לאיש על מוגבלותם.\n,• אנשים עם מוגבלות לא חייבים לספר לאף אחד על המוגבלות שלהם.\n
אמנת האום זכויות אנשים עם מוגבלויות,29,312,1,אסור לאיש לחדור לפרטיותם של אנשים עם מוגבלות בניגוד לחוק או בצורה שרירותית.\n,• אסור לאף אחד לפגוע בפרטיות של אנשים עם מוגבלות בלי סיבה.\n
אמנת האום זכויות אנשים עם מוגבלויות,29,313,3,המדינה צריכה לוודא שמידע אישי אודות אנשים עם מוגבלות נשמר באותה קפדנות שבה שנשמר מידע אישי של אנשים ללא מוגבלות. משמעויות הזכות לפרטיות הן רבות ורחבות. למשל:\n,"• המדינה צריכה להבטיח שישמרו מידע אישי של אנשים עם מוגבלות, לדוגמה:\n"
אמנת האום זכויות אנשים עם מוגבלויות,29,314,2,• אסור לעובד סיוע או לאנשי צוות במקום מגורים של אנשים עם מוגבלות לפתוח דואר פרטי ללא רשות או לבקר בביתם ללא תיאום.\n,#NAME?
אמנת האום זכויות אנשים עם מוגבלויות,29,315,1,"• כאשר אנשים עם מוגבלות מוסרים לרשויות מידע על חייהם, מצופה שהמידע לא יימסר לאנשים אחרים ללא אישור.\n",#NAME?
אמנת האום זכויות אנשים עם מוגבלויות,29,316,1,• אסור לאף אדם לגעת בגופם של אנשים עם מוגבלות ללא רצונם.\n,• אסור לאף אדם לגעת בגוף של אנשים עם מוגבלות בלי שהם יסכימו.\n
אמנת האום זכויות אנשים עם מוגבלויות,29,317,5,• אסור למנוע מאנשים עם מוגבלות קשרים אישיים ומיניים עם הזולת.\n,\n
אמנת האום זכויות אנשים עם מוגבלויות,30,318,1,3.23 סעיף 23 : כבוד לבית ולמשפחה\n,3.23 הזכות למשפחה (סעיף 23 באמנה)\n
אמנת האום זכויות אנשים עם מוגבלויות,30,319,5,"המדינה תפעל לשוויון ולמניעת הפליה של אנשים עם מוגבלות בכל מה שקשור לזוגיות, נישואין, הורות ומשפחה.\n",\n
אמנת האום זכויות אנשים עם מוגבלויות,30,320,6,\n,הזכות לקשר עם בן או בת זוג\n
אמנת האום זכויות אנשים עם מוגבלויות,30,321,6,\n,בן זוג יכול להיות בעל או חבר שחיים איתו.\n
אמנת האום זכויות אנשים עם מוגבלויות,30,322,6,\n,בת זוג יכולה להיות אישה או חברה שחיים איתה.\n
אמנת האום זכויות אנשים עם מוגבלויות,30,323,2,"• המדינה תוודא שלאנשים עם מוגבלות תהיה אפשרות להינשא, להקים משפחה ולנהל מערכות יחסים כמו כל האנשים, כל עוד שני בני הזוג המיועדים הסכימו לכך.\n","• לאנשים עם מוגבלות מותר לחיות בזוגיות (עם בן או בת זוג). • לאנשים עם מוגבלות יש זכות להתחתן. • לאנשים עם מוגבלות מותר לקיים יחסי מין עם אנשים אחרים. • לאנשים עם מוגבלות יש זכות להקים משפחה. כדי שזה יקרה, המדינה צריכה לדאוג לזכויות של אנשים עם מוגבלות, לדוגמה: • המדינה תבטיח שאנשים עם מוגבלות יוכלו להתחתן. • המדינה תבטיח שאנשים עם מוגבלות יוכלו להקים משפחה. • המדינה תבטיח שאנשים עם מוגבלות יתחתנו או יקימו משפחה רק אם שני בני הזוג רוצים ומסכימים.\n"
אמנת האום זכויות אנשים עם מוגבלויות,30,324,1,• תוכר זכותם של אנשים עם מוגבלות להחליט כמה ילדים יהיו להם ומה יהיו המרווחים ביניהם.\n,הזכות להרחיב (להגדיל) את המשפחה וללדת ילדים\n
אמנת האום זכויות אנשים עם מוגבלויות,30,325,4,• תוכר זכותם של אנשים עם מוגבלות לקבל מידע וחינוך בנושאי פוריות ותכנון משפחה. יינתנו לאנשים עם מוגבלות האמצעים למימוש זכויות אלה.\n,"• לאנשים עם מוגבלות יש זכות לקבל מידע בנושא פוריות (היכולת להכנס להריון). לדוגמה, איזה טיפול רפואי יש בשביל נשים שלא יכולות להיכנס להריון. • לאנשים עם מוגבלות יש זכות לקבל מידע בנושא תכנון המשפחה (כמה ילדים הם רוצים). • לאנשים עם מוגבלות יש זכות להחליט כמה ילדים יהיו להם.\n"
אמנת האום זכויות אנשים עם מוגבלויות,30,326,5,"• המדינה צריכה להבטיח שהפוריות של אנשים עם מוגבלות נשמרת, למשל - שלא מבוצע להם עיקור כפוי.\n",\n
